,randomx,progpow,cuckatoo,height,timestamp
0,449511265,454681601871,99,898749,1620071091
0,450150380,454681601871,99,898750,1620071372
0,403449306,414979590934,116,899432,1620112550
0,403449306,410013274980,116,899433,1620112565
0,402244515,410013274980,116,899434,1620112617
0,402244515,408756072328,116,899435,1620112709
0,403576033,408756072328,116,899436,1620112718
0,403053197,408756072328,116,899437,1620112727
0,403053197,410060157085,116,899438,1620112733
0,402550964,410060157085,116,899439,1620113000
0,402550964,417694561040,116,899440,1620113085
0,404590074,417694561040,116,899441,1620113247
0,401551547,417694561040,116,899442,1620113534
0,401551547,409290583207,116,899443,1620113621
0,397537175,409290583207,116,899444,1620113633
0,396871045,409290583207,116,899445,1620113666
0,396871045,400629110777,116,899446,1620113828
0,396100771,400629110777,116,899447,1620113868
0,396100771,400927318971,116,899448,1620113959
0,396878234,400927318971,116,899449,1620113965
0,394568437,400927318971,116,899450,1620113972
0,394568437,400137898113,116,899451,1620114033
0,401388943,400137898113,116,899452,1620114211
0,401388943,400313880776,116,899453,1620114229
0,398799356,400313880776,116,899454,1620114263
0,396776518,400313880776,116,899455,1620114275
0,396776518,395603098817,116,899456,1620114296
0,395361031,395603098817,116,899457,1620114348
0,395361031,402190798405,116,899458,1620114425
0,397825762,402190798405,116,899459,1620114437
0,394594643,402190798405,116,899460,1620114452
0,396359473,406438178829,116,899463,1620114513
0,399155657,406438178829,116,899464,1620114541
0,401475983,406438178829,116,899465,1620114641
0,401475983,408552891125,116,899466,1620114694
0,401833495,408552891125,116,899467,1620114697
0,401833495,408552891125,117,899468,1620114785
0,402753735,408552891125,117,899469,1620114813
0,402753735,411096204061,117,899470,1620114862
0,400124207,411096204061,117,899471,1620114889
0,400124207,410876751891,117,899472,1620114975
0,400166002,410876751891,117,899473,1620114981
0,398317813,410876751891,117,899474,1620115049
0,398317813,411596831158,117,899475,1620115117
0,397749743,411596831158,117,899476,1620115138
0,398305575,411596831158,117,899477,1620115153
0,398305575,410931238402,117,899478,1620115239
0,398932744,410931238402,117,899479,1620115279
0,398932744,412772990469,117,899480,1620115395
0,402955408,412772990469,117,899481,1620115419
0,400371480,412772990469,117,899482,1620115429
0,400371480,411245777312,117,899483,1620115490
0,401848486,411245777312,117,899484,1620115496
0,401848486,410804149721,117,899485,1620115520
0,403839808,410804149721,117,899486,1620115578
0,410873547,410804149721,117,899487,1620115594
0,410873547,415275745513,117,899488,1620115636
0,411239900,415275745513,117,899489,1620115701
0,411239900,419755321603,117,899490,1620115728
0,414054577,419755321603,117,899491,1620115820
