,randomx,progpow,cuckatoo,height,timestamp
0,23790404,14290096853,80794,1018715,1627241963
0,23790404,14308007248,80794,1018716,1627242012
0,24008564,14308007248,80794,1018717,1627242286
0,24008564,14308007248,80815,1018718,1627242301
0,24080825,14308007248,80815,1018719,1627242396
0,24080825,14152114249,80815,1018720,1627242405
0,73260619,42493177266,242447,1018723,1627242558
0,24669650,14170531508,80815,1018724,1627242607
0,24669650,14167085948,80815,1018725,1627242719
0,24840362,14167085948,80815,1018726,1627242738
0,24725495,14167085948,80815,1018727,1627242796
0,24725495,14165893737,80815,1018728,1627242838
0,24694903,14165893737,80815,1018729,1627242860
0,74064981,42483294908,242447,1018732,1627242991
0,24586250,14147836340,80815,1018733,1627243003
0,24660024,14147836340,80815,1018734,1627243009
0,24660024,14364986426,80815,1018735,1627243070
0,24756999,14364986426,80815,1018736,1627243180
0,24620247,14364986426,80815,1018737,1627243229
0,24620247,14387312860,80815,1018738,1627243305
0,24445906,14387312860,80815,1018739,1627243335
0,24445906,14353284854,80815,1018740,1627243384
0,24630450,14353284854,80815,1018741,1627243406
0,24663268,14353284854,80815,1018742,1627243628
0,24663268,14361344686,80815,1018743,1627243719
0,24649038,14361344686,80815,1018744,1627243738
0,24694013,14361344686,80815,1018745,1627243960
0,24694013,14130108301,80815,1018746,1627244012
0,24889676,14130108301,80815,1018747,1627244076
0,24889676,14019369595,80815,1018748,1627244171
0,24842739,14019369595,80815,1018749,1627244204
0,24673836,14019369595,80815,1018750,1627244354
0,24673836,13947834652,80815,1018751,1627244360
0,24621707,13947834652,80815,1018752,1627244369
0,24621707,13797149370,80815,1018753,1627244372
0,24692917,13797149370,80815,1018754,1627244503
0,24794720,13797149370,80815,1018755,1627244670
0,24794720,13836709088,80815,1018756,1627244786
0,24646995,13836709088,80815,1018757,1627244844
0,24646995,13668401847,80815,1018758,1627244847
0,24392460,13668401847,80815,1018759,1627244930
0,24449445,13668401847,80815,1018760,1627244939
0,24449445,13632640132,80815,1018761,1627245042
0,24410104,13632640132,80815,1018762,1627245088
0,24410104,13679343510,80815,1018763,1627245100
0,24321857,13679343510,80815,1018764,1627245149
0,24431494,13679343510,80815,1018765,1627245210
0,24431494,13665624719,80815,1018766,1627245265
0,24353798,13665624719,80815,1018767,1627245323
0,24353798,13665624719,79035,1018768,1627245393
0,24336020,13665624719,79035,1018769,1627245411
0,24336020,13768454535,79035,1018770,1627245433
0,24312148,13768454535,79035,1018771,1627245771
0,24312148,13741573121,79035,1018772,1627245811
0,24356472,13741573121,79035,1018773,1627245845
0,24292645,13741573121,79035,1018774,1627245869
0,24292645,13334573631,79035,1018775,1627245927
0,24316008,13334573631,79035,1018776,1627245985
0,24266091,13334573631,79035,1018777,1627246028
0,24266091,13314727678,79035,1018778,1627246068
0,24121018,13314727678,79035,1018779,1627246108
0,24121018,13390667901,79035,1018780,1627246193
0,24079472,13390667901,79035,1018781,1627246196
0,24115889,13390667901,79035,1018782,1627246230
0,24115889,13361192195,79035,1018783,1627246245
0,24242317,13361192195,79035,1018784,1627246257
0,24242317,13411416665,79035,1018785,1627246413
0,24429050,13411416665,79035,1018786,1627246547
0,24389509,13411416665,79035,1018787,1627246596
0,24389509,13394127397,79035,1018788,1627246624
0,24803808,13394127397,79035,1018789,1627246676
0,24803808,13359393435,79035,1018790,1627246694
0,24975297,13359393435,79035,1018791,1627246752
0,24919296,13359393435,79035,1018792,1627246779
0,24919296,13306098982,79035,1018793,1627246874
0,24831076,13306098982,79035,1018794,1627246883
0,24727120,13306098982,79035,1018795,1627246917
0,24727120,13594467161,79035,1018796,1627247091
0,24903742,13594467161,79035,1018797,1627247124
0,24903742,13570846267,79035,1018798,1627247158
0,24647826,13570846267,79035,1018799,1627247201
0,24808057,13570846267,79035,1018800,1627247302
0,24808057,13571154586,79035,1018801,1627247396
0,24841481,13571154586,79035,1018802,1627247402
0,24841481,13529178118,79035,1018803,1627247461
0,24851102,13529178118,79035,1018804,1627247491
0,25403006,13529178118,79035,1018805,1627247531
0,25403006,13538126862,79035,1018806,1627247589
0,25340057,13538126862,79035,1018807,1627247613
0,25340057,13666050430,79035,1018808,1627247668
0,25272457,13666050430,79035,1018809,1627247760
0,25255139,13666050430,79035,1018810,1627247949
0,25255139,13682474159,79035,1018811,1627247967
0,25099432,13682474159,79035,1018812,1627247970
0,25099432,13458211457,79035,1018813,1627247998
0,25148634,13458211457,79035,1018814,1627248031
0,25279862,13458211457,79035,1018815,1627248198
0,25279862,13466724330,79035,1018816,1627248249
0,25305359,13466724330,79035,1018817,1627248670
0,25305359,13466724330,80191,1018818,1627248673
0,25385500,13466724330,80191,1018819,1627248777
0,25385500,13332803863,80191,1018820,1627248841
0,25415152,13332803863,80191,1018821,1627248902
0,25415152,13331980102,80191,1018822,1627248942
0,25266324,13331980102,80191,1018823,1627249045
0,25144351,13331980102,80191,1018824,1627249079
0,25144351,13284569914,80191,1018825,1627249088
0,25131091,13284569914,80191,1018826,1627249237
0,25350794,13284569914,80191,1018827,1627249295
0,25350794,13249449452,80191,1018828,1627249317
0,25139513,13249449452,80191,1018829,1627249423
0,25139513,13224528666,80191,1018830,1627249469
0,25261155,13224528666,80191,1018831,1627249490
0,25406180,13224528666,80191,1018832,1627249609
0,25406180,13106131214,80191,1018833,1627249740
0,25420208,13106131214,80191,1018834,1627249765
0,25420208,12945207480,80191,1018835,1627249777
0,25174790,12945207480,80191,1018836,1627249863
0,25324822,12945207480,80191,1018837,1627249942
0,25324822,12989290388,80191,1018838,1627249960
0,25380046,12989290388,80191,1018839,1627249966
0,25380046,12898265048,80191,1018840,1627249997
0,25577798,12898265048,80191,1018841,1627250021
0,25689713,12898265048,80191,1018842,1627250034
0,25689713,12876406619,80191,1018843,1627250125
0,25641083,12876406619,80191,1018844,1627250250
0,25658148,12876406619,80191,1018845,1627250283
0,25658148,12868758625,80191,1018846,1627250341
0,25426879,12868758625,80191,1018847,1627250387
0,25426879,13007397958,80191,1018848,1627250485
0,25493939,13007397958,80191,1018849,1627250530
0,25512318,13007397958,80191,1018850,1627250576
0,25512318,13013878560,80191,1018851,1627250604
0,25483115,13013878560,80191,1018852,1627250622
0,25483115,12990815908,80191,1018853,1627250683
0,25497802,12990815908,80191,1018854,1627250854
0,25374522,12990815908,80191,1018855,1627250887
0,25374522,12974178273,80191,1018856,1627250905
0,25284304,12974178273,80191,1018857,1627250982
0,25284304,13028163933,80191,1018858,1627250991
0,25546797,13028163933,80191,1018859,1627251049
0,25581037,13028163933,80191,1018860,1627251110
0,25581037,13078475833,80191,1018861,1627251150
0,25622221,13078475833,80191,1018862,1627251171
0,25622221,13185383604,80191,1018863,1627251190
0,25804575,13185383604,80191,1018864,1627251203
0,25807882,13185383604,80191,1018865,1627251309
0,25807882,13205798909,80191,1018866,1627251325
0,25972802,13205798909,80191,1018867,1627251331
0,25972802,13205798909,77401,1018868,1627251392
0,26075824,13205798909,77401,1018869,1627251450
0,78302821,39539305295,232205,1018872,1627251490
0,26076937,13144669393,77401,1018873,1627251719
0,26159409,13144669393,77401,1018874,1627251789
0,26159409,13115570750,77401,1018875,1627251798
0,25753223,13115570750,77401,1018876,1627251808
0,25843696,13115570750,77401,1018877,1627251902
0,25843696,13220812137,77401,1018878,1627251966
0,26033566,13220812137,77401,1018879,1627251994
0,26033566,13209223624,77401,1018880,1627252048
0,26006855,13209223624,77401,1018881,1627252064
0,26084590,13209223624,77401,1018882,1627252183
0,26084590,13251152439,77401,1018883,1627252314
0,26103450,13251152439,77401,1018884,1627252317
0,26103450,13182205891,77401,1018885,1627252375
0,25781504,13182205891,77401,1018886,1627252442
0,26098882,13182205891,77401,1018887,1627252457
0,26098882,13191259572,77401,1018888,1627252512
0,26240442,13191259572,77401,1018889,1627252537
0,26240442,13186186944,77401,1018890,1627252573
0,26160200,13186186944,77401,1018891,1627252619
0,26135737,13186186944,77401,1018892,1627252677
0,26135737,13159707901,77401,1018893,1627252845
0,26193844,13159707901,77401,1018894,1627252854
0,26098037,13159707901,77401,1018895,1627252879
0,26098037,13086575490,77401,1018896,1627252903
0,26099161,13086575490,77401,1018897,1627252912
0,26099161,13093816893,77401,1018898,1627252955
0,26449761,13093816893,77401,1018899,1627253025
0,26458020,13093816893,77401,1018900,1627253056
0,26458020,13076835577,77401,1018901,1627253126
0,26395503,13076835577,77401,1018902,1627253160
0,26395503,13301746758,77401,1018903,1627253239
0,26490397,13301746758,77401,1018904,1627253318
0,26420086,13301746758,77401,1018905,1627253367
0,26420086,13504898916,77401,1018906,1627253489
0,26384742,13504898916,77401,1018907,1627253502
0,26384742,13492413508,77401,1018908,1627253648
0,26312560,13492413508,77401,1018909,1627253721
0,26129758,13492413508,77401,1018910,1627253825
0,26129758,13626588666,77401,1018911,1627253865
0,26174095,13626588666,77401,1018912,1627253877
0,26174095,13519886766,77401,1018913,1627253886
0,26147998,13519886766,77401,1018914,1627253932
0,26142792,13519886766,77401,1018915,1627253935
0,78546115,41135530512,232341,1018918,1627253999
0,26209440,13711843504,77537,1018919,1627254011
0,26209440,13767771158,77537,1018920,1627254051
0,26193830,13767771158,77537,1018921,1627254151
0,26193830,13781986110,77537,1018922,1627254404
0,26288474,13781986110,77537,1018923,1627254459
0,25838410,13781986110,77537,1018924,1627254541
0,25838410,13712748218,77537,1018925,1627254624
0,25943604,13712748218,77537,1018926,1627254846
0,25777627,13712748218,77537,1018927,1627254883
0,25777627,13682230064,77537,1018928,1627255020
0,25579455,13682230064,77537,1018929,1627255038
0,25579455,13653461447,77537,1018930,1627255059
0,25288213,13653461447,77537,1018931,1627255273
0,25398903,13653461447,77537,1018932,1627255333
0,25398903,14118688334,77537,1018933,1627255367
0,24883486,14118688334,77537,1018934,1627255376
0,24883486,14070351056,77537,1018935,1627255388
0,25095970,14070351056,77537,1018936,1627255589
0,25094696,14070351056,77537,1018937,1627255595
0,25094696,14137582858,77537,1018938,1627255608
0,24850040,14137582858,77537,1018939,1627255644
0,24850040,14184206879,77537,1018940,1627255772
0,24834933,14184206879,77537,1018941,1627255864
0,24561062,14184206879,77537,1018942,1627255915
0,24561062,14190407076,77537,1018943,1627255958
0,24433598,14190407076,77537,1018944,1627255967
0,24556475,14190407076,77537,1018945,1627256220
0,24556475,14154080860,77537,1018946,1627256424
0,24781259,14154080860,77537,1018947,1627256458
0,24781259,13905808431,77537,1018948,1627256561
0,24393437,13905808431,77537,1018949,1627256564
0,24369685,13905808431,77537,1018950,1627256695
0,24369685,13923306703,77537,1018951,1627256826
0,24441559,13923306703,77537,1018952,1627256936
0,24441559,13778824550,77537,1018953,1627256951
0,24176498,13778824550,77537,1018954,1627256982
0,24269812,13778824550,77537,1018955,1627257043
0,24269812,13684294023,77537,1018956,1627257089
0,24515976,13684294023,77537,1018957,1627257092
0,24515976,13697875109,77537,1018958,1627257165
0,24413171,13697875109,77537,1018959,1627257210
0,24279806,13697875109,77537,1018960,1627257229
0,24279806,13829537415,77537,1018961,1627257256
0,24284816,13829537415,77537,1018962,1627257262
0,24284816,13818866001,77537,1018963,1627257393
0,24289266,13818866001,77537,1018964,1627257436
0,24049967,13818866001,77537,1018965,1627257454
0,24049967,13843490264,77537,1018966,1627257482
0,23934967,13843490264,77537,1018967,1627257497
0,23934967,13843490264,77973,1018968,1627257500
0,23903168,13843490264,77973,1018969,1627257659
0,23903168,13822776720,77973,1018970,1627257701
0,23969005,13822776720,77973,1018971,1627257710
0,23969005,13868822257,77973,1018972,1627257729
0,23910423,13868822257,77973,1018973,1627257771
0,23864057,13868822257,77973,1018974,1627257778
0,23864057,13863957057,77973,1018975,1627257784
0,24219703,13863957057,77973,1018976,1627257811
0,24208148,13863957057,77973,1018977,1627257912
0,24208148,14076612213,77973,1018978,1627258049
0,24150105,14076612213,77973,1018979,1627258055
0,71966049,42231928499,233919,1018982,1627258436
0,23835483,14119040036,77973,1018983,1627258628
0,23843858,14119040036,77973,1018984,1627258701
0,23843858,13827510017,77973,1018985,1627258838
0,23733494,13827510017,77973,1018986,1627258853
0,23467945,13827510017,77973,1018987,1627258868
0,23467945,13841338735,77973,1018988,1627258945
0,23604424,13841338735,77973,1018989,1627258975
0,23604424,13971370008,77973,1018990,1627258978
0,23501767,13971370008,77973,1018991,1627259036
0,23509206,13971370008,77973,1018992,1627259063
0,23509206,14157258212,77973,1018993,1627259082
0,70863221,42492939666,233919,1018996,1627259304
0,23622161,14178423242,77973,1018997,1627259319
0,23622161,14320049965,77973,1018998,1627259417
0,23258087,14320049965,77973,1018999,1627259615
0,23076340,14320049965,77973,1019000,1627259627
0,23076340,14353514633,77973,1019001,1627259658
0,22794130,14353514633,77973,1019002,1627259661
0,22794130,14366884920,77973,1019003,1627259713
0,22832317,14366884920,77973,1019004,1627259877
0,22864042,14366884920,77973,1019005,1627259905
0,22864042,14422884853,77973,1019006,1627259935
0,22599164,14422884853,77973,1019007,1627259947
0,22599164,14524729707,77973,1019008,1627259978
0,22639475,14524729707,77973,1019009,1627260045
0,22793526,14524729707,77973,1019010,1627260054
0,22793526,14577379824,77973,1019011,1627260140
0,22794816,14577379824,77973,1019012,1627260146
0,22794816,14635906677,77973,1019013,1627260231
0,22659787,14635906677,77973,1019014,1627260274
0,22471910,14635906677,77973,1019015,1627260323
0,22471910,14726671396,77973,1019016,1627260362
0,22421027,14726671396,77973,1019017,1627260381
0,22421027,14726671396,78148,1019018,1627260438
0,22328203,14726671396,78148,1019019,1627260502
0,22328203,14796719347,78148,1019020,1627260582
0,22182912,14796719347,78148,1019021,1627260624
0,22182912,14823092671,78148,1019022,1627260658
0,22047989,14823092671,78148,1019023,1627260725
0,22376878,14823092671,78148,1019024,1627260728
0,22376878,14843575167,78148,1019025,1627260731
0,22317167,14843575167,78148,1019026,1627260746
0,22406076,14843575167,78148,1019027,1627260759
0,22406076,15039010982,78148,1019028,1627260813
0,22775663,15039010982,78148,1019029,1627260832
0,22775663,15099711208,78148,1019030,1627260905
0,22889289,15099711208,78148,1019031,1627261039
0,22765288,15099711208,78148,1019032,1627261066
0,22765288,15116897455,78148,1019033,1627261136
0,22912758,15116897455,78148,1019034,1627261147
0,22912758,15231368268,78148,1019035,1627261153
0,22794995,15231368268,78148,1019036,1627261229
0,22751859,15231368268,78148,1019037,1627261422
0,22751859,15413043348,78148,1019038,1627261449
0,22948012,15413043348,78148,1019039,1627261574
0,22948012,15201986623,78148,1019040,1627261876
0,22904682,15201986623,78148,1019041,1627261897
0,22507641,15201986623,78148,1019042,1627261903
0,22507641,15159579988,78148,1019043,1627262200
0,22631599,15159579988,78148,1019044,1627262212
0,22098597,15159579988,78148,1019045,1627262291
0,22098597,15204286352,78148,1019046,1627262306
0,22059910,15204286352,78148,1019047,1627262319
0,22059910,15118030286,78148,1019048,1627262352
0,22393035,15118030286,78148,1019049,1627262361
0,22462898,15118030286,78148,1019050,1627262395
0,22462898,15166082936,78148,1019051,1627262434
0,22444265,15166082936,78148,1019052,1627262462
0,67539932,45701185579,234444,1019055,1627262511
0,22483429,15272196481,78148,1019056,1627262538
0,22521283,15272196481,78148,1019057,1627262553
0,22521283,15343294073,78148,1019058,1627262614
0,22568205,15343294073,78148,1019059,1627262618
0,22544309,15343294073,78148,1019060,1627262669
0,22544309,15416274753,78148,1019061,1627262767
0,22565022,15416274753,78148,1019062,1627262837
0,22565022,15431182030,78148,1019063,1627262846
0,22384910,15431182030,78148,1019064,1627262898
0,22579561,15431182030,78148,1019065,1627263026
0,22579561,15470417780,78148,1019066,1627263084
0,22530939,15470417780,78148,1019067,1627263124
0,22530939,15470417780,79034,1019068,1627263185
0,22477390,15470417780,79034,1019069,1627263206
0,22477390,15354212700,79034,1019070,1627263245
0,22393224,15354212700,79034,1019071,1627263297
0,22393224,15458302344,79034,1019072,1627263352
0,22373649,15458302344,79034,1019073,1627263501
0,22270091,15458302344,79034,1019074,1627263547
0,22270091,15437757601,79034,1019075,1627263575
0,22000382,15437757601,79034,1019076,1627263590
0,21947173,15437757601,79034,1019077,1627263624
0,21947173,15440996576,79034,1019078,1627263745
0,21893382,15440996576,79034,1019079,1627263773
0,21893382,15425034271,79034,1019080,1627263870
0,21874754,15425034271,79034,1019081,1627263886
0,21858520,15425034271,79034,1019082,1627263910
0,21858520,15578462574,79034,1019083,1627263913
0,21809310,15578462574,79034,1019084,1627264026
0,21809310,15700671577,79034,1019085,1627264069
0,22119450,15700671577,79034,1019086,1627264175
0,22311135,15700671577,79034,1019087,1627264215
0,22311135,15647884484,79034,1019088,1627264227
0,22056378,15647884484,79034,1019089,1627264273
0,22056378,15632308075,79034,1019090,1627264316
0,22193673,15632308075,79034,1019091,1627264376
0,22172235,15632308075,79034,1019092,1627264434
0,22172235,15673233516,79034,1019093,1627264495
0,22071947,15673233516,79034,1019094,1627264523
0,21989096,15673233516,79034,1019095,1627264575
0,21989096,15636757540,79034,1019096,1627264611
0,21985242,15636757540,79034,1019097,1627264636
0,21985242,15603347349,79034,1019098,1627264706
0,22254882,15603347349,79034,1019099,1627264764
0,22275113,15603347349,79034,1019100,1627264852
0,22275113,15683935691,79034,1019101,1627264946
0,22566893,15683935691,79034,1019102,1627265111
0,22566893,15650254746,79034,1019103,1627265114
0,22381574,15650254746,79034,1019104,1627265233
0,22411373,15650254746,79034,1019105,1627265251
0,22411373,15825969886,79034,1019106,1627265333
0,22566854,15825969886,79034,1019107,1627265422
0,22566854,15879146403,79034,1019108,1627265440
0,22453198,15879146403,79034,1019109,1627265446
0,22450085,15879146403,79034,1019110,1627265559
0,22450085,15975970352,79034,1019111,1627265650
0,22595360,15975970352,79034,1019112,1627265733
0,22595360,16053799042,79034,1019113,1627265766
0,22522549,16053799042,79034,1019114,1627265864
0,22608711,16053799042,79034,1019115,1627265873
0,22608711,16053107296,79034,1019116,1627266010
0,22497391,16053107296,79034,1019117,1627266105
0,22497391,16053107296,78856,1019118,1627266147
0,22324166,16053107296,78856,1019119,1627266187
0,22324166,16085735834,78856,1019120,1627266220
0,22348862,16085735834,78856,1019121,1627266403
0,22348862,16087728686,78856,1019122,1627266440
0,22432494,16087728686,78856,1019123,1627266464
0,22463924,16087728686,78856,1019124,1627266501
0,22463924,15882143089,78856,1019125,1627266608
0,22553355,15882143089,78856,1019126,1627266644
0,22369602,15882143089,78856,1019127,1627266784
0,22369602,15904041253,78856,1019128,1627266952
0,22276306,15904041253,78856,1019129,1627267031
0,22276306,15954698135,78856,1019130,1627267068
0,22066867,15954698135,78856,1019131,1627267220
0,22107827,15954698135,78856,1019132,1627267229
0,22107827,15870320156,78856,1019133,1627267248
0,22060678,15870320156,78856,1019134,1627267303
0,22060678,15919297634,78856,1019135,1627267428
0,22143739,15919297634,78856,1019136,1627267455
0,21892018,15919297634,78856,1019137,1627267519
0,21892018,16040384640,78856,1019138,1627267605
0,22027866,16040384640,78856,1019139,1627267653
0,22027866,15957955913,78856,1019140,1627267687
0,21886778,15957955913,78856,1019141,1627267711
0,22426209,15957955913,78856,1019142,1627267781
0,22426209,16337160710,78856,1019143,1627267870
0,22418579,16337160710,78856,1019144,1627267888
0,22855521,16337160710,78856,1019145,1627267940
0,22855521,16386808599,78856,1019146,1627268053
0,22861944,16386808599,78856,1019147,1627268117
0,22861944,16354404589,78856,1019148,1627268172
0,22675493,16354404589,78856,1019149,1627268196
0,22699497,16354404589,78856,1019150,1627268202
0,22699497,16290635523,78856,1019151,1627268312
0,22626806,16290635523,78856,1019152,1627268419
0,22626806,16361969766,78856,1019153,1627268446
0,22496884,16361969766,78856,1019154,1627268464
0,22539104,16361969766,78856,1019155,1627268562
0,22539104,16228397844,78856,1019156,1627268665
0,22514786,16228397844,78856,1019157,1627268723
0,22514786,16134744526,78856,1019158,1627268763
0,22351890,16134744526,78856,1019159,1627268907
0,22385631,16134744526,78856,1019160,1627268916
0,22385631,16100446938,78856,1019161,1627268941
0,22118056,16100446938,78856,1019162,1627268968
0,22118056,16139724508,78856,1019163,1627269112
0,22257711,16139724508,78856,1019164,1627269145
0,21945477,16139724508,78856,1019165,1627269185
0,21945477,16183427121,78856,1019166,1627269255
0,21971101,16183427121,78856,1019167,1627269313
0,21971101,16183427121,78447,1019168,1627269334
0,21890019,16183427121,78447,1019169,1627269371
0,21890019,16184124696,78447,1019170,1627269447
0,21940254,16184124696,78447,1019171,1627269694
0,21940254,16142140422,78447,1019172,1627269834
0,21872993,16142140422,78447,1019173,1627269840
